Comment_id,author,Reply_for,Type,video_id,total_reply,like_count,published_at,textdisplay,updatedat
Ugw0UXBWSliXY67bpzN4AaABAg,@esmannr,,1,CIQ20FWs478,0,0,2023-12-04T13:59:37Z,"Be mindful, re-silvering on an 8TB HDD took my NAS 24 hours.",2023-12-04T13:59:37Z
Ugx06KZId9D69-BScAp4AaABAg,@OfficialMikeJ,,1,CIQ20FWs478,0,0,2023-11-26T17:53:52Z,To Correct your Mispronunciation of NAS it&#39;s actually &quot;&quot;Network Attached storage&quot;&quot;. Not &quot;&quot;Network Area Storage&quot;&quot;,2023-11-26T17:53:52Z
UgwtWfXK9p2pe1GgiyF4AaABAg,@karelsantana2729,,1,CIQ20FWs478,0,0,2023-11-07T02:46:57Z,"Excelent vídeo. I must say Im new on truenas but reading a lot to make my own. On truenas docs &quot;hardware 2021 r2a.pdf&quot; refered - The major restriction on CPU choice for a <br>TrueNAS server is support for ECC RAM. <br>Intel Core i5 and Core i7, as well as <br>consumer Atom, do not support ECC <br>functionality.  - said that, I must ask why u choosen the i-5. And again great work.",2023-11-07T02:46:57Z
UgxWILUqLQY1KbsqiT14AaABAg,@nickpage221,,1,CIQ20FWs478,0,0,2023-09-30T00:01:02Z,"I have the 25U version of this rack, it was $247 when I bought it in 08/21 and iirc the 42U was much more at that time. I&#39;m curious what depth you set it up for, I set mine for 35&quot; because that was the deepest I could go and still fit a full-length shelf in. I installed a full-length shelf at the very top and bottom, they were from Rasing Electronics and were about $55 each on Ama (still available) and can be adjusted from 30-35&quot; depth. I have seen your P2 video and the wood you put in the bottom, it was not a bad idea at all and because I know how that wood is resting in the bottom, the shelf would require a loss of space because you would be mounting it at U1. And although these shelves are steel, my top shelf has since started to sag in the middle slightly, not sure why because there&#39;s is not too much on it and the bottom one is still perfectly flat despite having 2 full desktops on it.",2023-09-30T00:01:02Z
UgxZhW_Bo5GC82GuN-p4AaABAg,@StenIsaksson,,1,CIQ20FWs478,0,0,2023-09-17T16:10:20Z,"The cache drive, is it SATA SSD?<br>If it is, it will be a bottleneck since max speed of it is like 500 MB/s and the 10 GBit network can handle about 1.1 GB/s",2023-09-17T16:10:20Z
UgxGVJJxzB4Wac_uzTV4AaABAg,@chromerims,,1,CIQ20FWs478,0,0,2023-08-26T11:10:51Z,"Cool video 👍<br>I like the build. Great channel.<br>There are alt. storage strategies too with an useful mix of both &#39;hot&#39; storage (i.e. one&#39;s ongoing projects via nand and 10Gbe) and &#39;warm/cold&#39; storage (stuff you touch less often via hdds and simply offline). Eventually I realized it is not feasible to keep all data spinning and live; for me, some data could be off-lined.<br>Kindest regards, friends and neighbours.",2023-08-26T11:10:51Z
UgynjuG5vw7O31BTEVx4AaABAg,@carlos_790,,1,CIQ20FWs478,0,0,2023-02-26T16:05:27Z,"Dr Loveless! He cares about no one else but himself and his money! A prescription for Judgement in hell, it&#39;s inevitable for him, he is very old and Putin is his mirror image!",2023-02-26T16:05:27Z
Ugz3pOKUuhCapQ_KccB4AaABAg,@LucianoBradley12,,1,CIQ20FWs478,0,0,2022-12-27T03:11:37Z,"I love the NAS build, any chance you or anyone else might know of a white server case like the one you use?",2022-12-27T03:11:37Z
UgwZeW5DTi69vTxsYq14AaABAg,@HailReaper,,1,CIQ20FWs478,0,0,2022-12-14T13:43:25Z,The only channel where screaming &quot;what a rack&quot; won&#39;t get you insulted looks from women.,2022-12-14T13:43:25Z
Ugx4hex00uNBEttPaW54AaABAg,@mpumi1024,,1,CIQ20FWs478,0,0,2022-10-17T06:51:29Z,You are living the dream,2022-10-17T06:51:29Z
Ugw_Vuht9uzOZviEwQR4AaABAg,@Veptis,,1,CIQ20FWs478,0,0,2022-09-16T22:00:51Z,"I kinda want to turn my old system into a NAS as well, but I am not in the place for going rack yet.",2022-09-16T22:00:51Z
UgyqeG9NeeuxpQtw9eJ4AaABAg,@gn7026,,1,CIQ20FWs478,0,0,2022-09-06T15:30:20Z,Well done! Now you can  get a DGX A100 server ;-),2022-09-06T15:30:20Z
